entry	type	strength	pos	r1	max_token_score	source_id	source_rows
fauteuil d’orchestre	idiom	weak idiom	locution nominale	False	0.000384586	ls:fr:node:49507	3
fauteuil gynécologique	idiom	weak idiom	locution nominale	False	0.00303778	ls:fr:node:49503	2
fauteuil roulant	idiom	weak idiom	locution nominale	True	0.995314	ls:fr:node:41382	8
fauteuil à bascule	idiom	weak idiom	locution nominale	True	0.98246	ls:fr:node:49497	3
faux ami	idiom	strong idiom	locution nominale	False	0.126173	ls:fr:node:38304	4
faux bourdon	idiom	semi-idiom	locution nominale	True	0.517132	ls:fr:node:40721	2
faux seins	idiom	weak idiom	locution nominale	False	0.0200394	ls:fr:node:55904	2
femme politique	idiom	weak idiom	locution nominale	True	0.942363	ls:fr:node:41538	2
fer à repasser	idiom	semi-idiom	locution nominale	True	0.997788	ls:fr:node:47934	7
fermer l’oreille	verbal_phrase	strong idiom	locution verbale	True	0.570838	ls:fr:node:40559	4
fermeture éclair	idiom	semi-idiom	locution nominale	True	0.997671	ls:fr:node:44234	2
fesse d’huître	idiom	strong idiom	locution nominale	False	0.0496368	ls:fr:node:41234	3
feu de signalisation	idiom	weak idiom	locution nominale	True	0.999621	ls:fr:node:49622	3
feu d’artifice	idiom	weak idiom	locution nominale	True	0.996078	ls:fr:node:55317	3
feu rouge	idiom	weak idiom	locution nominale	True	0.920944	ls:fr:node:45449	2
feu vert	idiom	strong idiom	locution nominale	True	0.999909	ls:fr:node:45827	2
feuille de chou	idiom	strong idiom	locution nominale	True	0.998535	ls:fr:node:42345	3
feuille de maladie	idiom	weak idiom	locution nominale	True	0.818498	ls:fr:node:49143	3
feuille de match	idiom	weak idiom	locution nominale	True	0.963104	ls:fr:node:46764	3
feuille de route	idiom	semi-idiom	locution nominale	True	0.999942	ls:fr:node:40654	3
feuille de route	idiom	strong idiom	locution nominale	True	0.999995	ls:fr:node:53277	3
figue de Barbarie	idiom	strong idiom	locution nominale	True	0.99799	ls:fr:node:51306	6
figuier de Barbarie	idiom	strong idiom	locution nominale	True	0.999797	ls:fr:node:51305	6
figure de proue	idiom	strong idiom	locution nominale	True	0.999861	ls:fr:node:43552	3
figure de proue	idiom	weak idiom	locution nominale	True	0.997503	ls:fr:node:43551	3
fil d’Ariane	idiom	strong idiom	locution nominale	True	0.98898	ls:fr:node:50979	3
fil d’Ariane	idiom	weak idiom	locution nominale	True	0.641511	ls:fr:node:50978	3
fil rouge	idiom	strong idiom	locution nominale	True	0.811239	ls:fr:node:44212	2
fil à retordre	idiom	strong idiom	locution nominale	True	0.999673	ls:fr:node:53024	6
filer doux	verbal_phrase	strong idiom	locution verbale	False	0.000106816	ls:fr:node:52781	2
filer un mauvais coton	verbal_phrase	semi-idiom	locution verbale	True	0.582661	ls:fr:node:55045	8
fille mère	idiom	weak idiom	locution nominale	False	0.00997655	ls:fr:node:38697	12
fils de chien	idiom	strong idiom	locution nominale	True	0.988296	ls:fr:node:41898	12
fils de famille	idiom	semi-idiom	locution nominale	True	0.998383	ls:fr:node:39489	3
fine mouche	idiom	strong idiom	locution nominale	False	9.65293e-05	ls:fr:node:41043	2
flambant neuf	fixed_expression	semi-idiom	locution adjectivale	True	0.996517	ls:fr:node:54910	22
flamme rouge	idiom	weak idiom	locution nominale	True	0.729929	ls:fr:node:45670	2
fleur coupée	idiom	weak idiom	locution nominale	True	0.869492	ls:fr:node:55866	10
fleur de douche	idiom	weak idiom	locution nominale	True	0.978832	ls:fr:node:41471	3
fleuve côtier	idiom	weak idiom	locution nominale	False	0.148268	ls:fr:node:44318	2
fleuve de lait et de miel	idiom	strong idiom	locution nominale	True	0.999076	ls:fr:node:44310	6
fleuve de sang	idiom	strong idiom	locution nominale	True	0.966365	ls:fr:node:44217	3
fleuve des Enfers	idiom	weak idiom	locution nominale	True	0.980196	ls:fr:node:44306	3
fleuve des morts	idiom	weak idiom	locution nominale	True	0.955736	ls:fr:node:44308	3
fleuve du temps	idiom	weak idiom	locution nominale	True	0.975628	ls:fr:node:44507	3
flûte de Pan	idiom	semi-idiom	locution nominale	True	0.995261	ls:fr:node:46243	6
flûte traversière	idiom	semi-idiom	locution nominale	True	0.999857	ls:fr:node:46242	6
flûte à bec	idiom	weak idiom	locution nominale	True	0.998351	ls:fr:node:46240	6
foie de bœuf	idiom	strong idiom	locution nominale	True	0.998574	ls:fr:node:46863	3
foie gras	idiom	weak idiom	locution nominale	True	0.998843	ls:fr:node:54975	2
fonction lexicale	idiom	semi-idiom	locution nominale	True	0.0811051	ls:fr:node:53905	2
fond de robe	idiom	semi-idiom	locution nominale	True	0.996644	ls:fr:node:39753	3
fond de volaille	idiom	weak idiom	locution nominale	True	0.998832	ls:fr:node:50820	3
fond d’œil	idiom	weak idiom	locution nominale	False	0.016186	ls:fr:node:50900	3
fonds commun de placement	idiom	weak idiom	locution nominale	True	0.99828	ls:fr:node:52267	4
fonds commun de placement à risque	idiom	weak idiom	locution nominale	True	0.997021	ls:fr:node:52265	6
fonte des neiges	idiom	weak idiom	locution nominale	True	0.999668	ls:fr:node:54375	6
fosse d’orchestre	idiom	semi-idiom	locution nominale	True	0.797026	ls:fr:node:45281	3
fou rire	idiom	weak idiom	locution nominale	True	0.996651	ls:fr:node:52657	4
fourchette du père Adam	idiom	strong idiom	locution nominale	True	0.962592	ls:fr:node:40961	7
fourmis dans les jambes	idiom	semi-idiom	locution nominale	True	0.995675	ls:fr:node:41400	8
franchir le cap des Tempêtes	verbal_phrase	strong idiom	locution verbale	True	0.998958	ls:fr:node:44732	5
frapper du poing sur la table	verbal_phrase	strong idiom	locution verbale	True	0.971176	ls:fr:node:47537	6
frapper fort	verbal_phrase	strong idiom	locution verbale	True	0.606495	ls:fr:node:48772	3
frapper un grand coup	verbal_phrase	strong idiom	locution verbale	True	0.996565	ls:fr:node:43356	4
fromage blanc	idiom	semi-idiom	locution nominale	True	0.90136	ls:fr:node:44119	2
frotter les oreilles	verbal_phrase	strong idiom	locution verbale	True	0.982308	ls:fr:node:40525	6
fruit de mer	idiom	semi-idiom	locution nominale	True	0.999772	ls:fr:node:55324	18
fruit rouge	idiom	semi-idiom	locution nominale	True	0.854774	ls:fr:node:44213	2
fête des Pères	idiom	weak idiom	locution nominale	True	0.995507	ls:fr:node:40897	3
gant de toilette	idiom	semi-idiom	locution nominale	True	0.999114	ls:fr:node:40126	3
garde du corps	idiom	strong idiom	locution nominale	True	0.991439	ls:fr:node:39776	3
garder le lit	verbal_phrase	semi-idiom	locution verbale	False	0.108639	ls:fr:node:42909	3
garder ses distances	verbal_phrase	strong idiom	locution verbale	True	0.956206	ls:fr:node:53797	3
garder un chien de sa chienne	verbal_phrase	strong idiom	locution verbale	False	0.327179	ls:fr:node:41913	6
garer ses fesses	verbal_phrase	strong idiom	locution verbale	True	0.91436	ls:fr:node:41237	3
gaz de ville	idiom	weak idiom	locution nominale	True	0.99848	ls:fr:node:55472	6
gaz naturel	idiom	weak idiom	locution nominale	True	0.998915	ls:fr:node:55473	10
gel douche	idiom	weak idiom	locution nominale	True	0.970934	ls:fr:node:40115	6
gelée royale	idiom	semi-idiom	locution nominale	True	0.26471	ls:fr:node:40778	2
genre humain	idiom	strong idiom	locution nominale	True	0.832943	ls:fr:node:46324	2
gerbe d’or	idiom	strong idiom	locution nominale	False	0.0144906	ls:fr:node:56168	3
gober les mouches	verbal_phrase	strong idiom	locution verbale	True	0.375437	ls:fr:node:41032	3
gorge-de-pigeon	idiom	semi-idiom	locution nominale	False	1.54294e-05	ls:fr:node:43215	3
goutte à goutte	idiom	weak idiom	locution nominale	True	0.999785	ls:fr:node:44554	3
goût de bouchon	idiom	weak idiom	locution nominale	True	0.847775	ls:fr:node:46774	3
grain de beauté	idiom	strong idiom	locution nominale	True	0.999477	ls:fr:node:41078	3
graine de lin	idiom	weak idiom	locution nominale	True	0.993537	ls:fr:node:56280	3
graine de lupin	idiom	weak idiom	locution nominale	True	0.99355	ls:fr:node:56162	3
grand chemin	idiom	strong idiom	locution nominale	True	0.66268	ls:fr:node:49489	2
grand frisson	idiom	strong idiom	locution nominale	True	0.433001	ls:fr:node:53790	4
grand frère	idiom	semi-idiom	locution nominale	True	0.280734	ls:fr:node:39270	2
grand écran	idiom	strong idiom	locution nominale	False	0.486807	ls:fr:node:48898	2
grande boucle	idiom	strong idiom	locution nominale	True	0.769813	ls:fr:node:41987	2
Grande Casserole	idiom	strong idiom	locution nominale	True	0.5771	ls:fr:node:43421	2
grande gueule	idiom	strong idiom	locution nominale	True	0.758427	ls:fr:node:52686	2
grande surface	idiom	strong idiom	locution nominale	True	0.954814	ls:fr:node:38146	2
grande sœur	idiom	semi-idiom	locution nominale	True	0.528002	ls:fr:node:39271	2
grimper aux rideaux	verbal_phrase	strong idiom	locution verbale	True	0.993207	ls:fr:node:43796	3
grincer des dents	verbal_phrase	weak idiom	locution verbale	True	0.997763	ls:fr:node:44037	3
gros bonnet	idiom	strong idiom	locution nominale	True	0.708857	ls:fr:node:39160	2
gros chat	idiom	strong idiom	locution nominale	False	0.0372585	ls:fr:node:43399	4
gros dos	idiom	semi-idiom	locution nominale	False	0.0874025	ls:fr:node:43384	4
gros dos	idiom	strong idiom	locution nominale	True	0.36133	ls:fr:node:53631	6
gros mot	idiom	weak idiom	locution nominale	True	0.814632	ls:fr:node:55388	2
gros plein de soupe	idiom	semi-idiom	locution nominale	True	0.983765	ls:fr:node:54366	4
gros père	idiom	strong idiom	locution nominale	False	0.0025567	ls:fr:node:40959	2
grosse tête	idiom	strong idiom	locution nominale	True	0.99552	ls:fr:node:53159	6
groupement d’intérêt économique	idiom	weak idiom	locution nominale	True	0.553218	ls:fr:node:52269	4
guerre de siège	idiom	weak idiom	locution nominale	True	0.998803	ls:fr:node:48946	3
gueule de bois	idiom	strong idiom	locution nominale	True	0.999698	ls:fr:node:52645	3
guitare sèche	idiom	semi-idiom	locution nominale	True	0.964404	ls:fr:node:47723	4
guitare électrique	idiom	weak idiom	locution nominale	True	0.988546	ls:fr:node:47724	6
gâteau d’anniversaire	idiom	weak idiom	locution nominale	True	0.733312	ls:fr:node:56411	3
habiller pour l’hiver	verbal_phrase	strong idiom	locution verbale	True	0.916171	ls:fr:node:54818	5
habillé pour l’hiver	fixed_expression	strong idiom	locution adjectivale	True	0.989948	ls:fr:node:54816	4
habit de lumière	idiom	semi-idiom	locution nominale	True	0.994348	ls:fr:node:40087	3
haut en couleur	fixed_expression	strong idiom	locution adjectivale	True	0.999669	ls:fr:node:43727	6
haut la main	fixed_expression	strong idiom	locution adverbiale	True	0.999699	ls:fr:node:52620	3
Haut les mains !	fixed_expression	weak idiom	locution adverbiale	True	0.960112	ls:fr:node:38822	3
haut sur pattes	fixed_expression	strong idiom	locution adjectivale	True	0.999295	ls:fr:node:49774	12
haute couture	idiom	semi-idiom	locution nominale	True	0.996908	ls:fr:node:54197	6
haute plage	idiom	weak idiom	locution nominale	False	0.254758	ls:fr:node:45954	2
haute société	idiom	weak idiom	locution nominale	True	0.644958	ls:fr:node:53864	2
herbe aux chats	idiom	weak idiom	locution nominale	False	0.1111	ls:fr:node:43869	3
heureux événement	idiom	strong idiom	locution nominale	True	0.76741	ls:fr:node:52916	2
histoire de couple	idiom	semi-idiom	locution nominale	True	0.994991	ls:fr:node:46146	3
histoire de fesses	idiom	semi-idiom	locution nominale	True	0.992037	ls:fr:node:41239	3
histoire de fesses	idiom	weak idiom	locution nominale	True	0.959419	ls:fr:node:41238	3
histoire de France	idiom	weak idiom	locution nominale	True	0.955163	ls:fr:node:35940	3
homme politique	idiom	weak idiom	locution nominale	True	0.961758	ls:fr:node:41537	2
honneurs de la presse	idiom	semi-idiom	locution nominale	True	0.999789	ls:fr:node:51397	4
hors de ses gonds	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999655	ls:fr:node:51584	4
hors du coup	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.899323	ls:fr:node:54044	3
hors norme	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.995411	ls:fr:node:54184	2
hors pair	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999676	ls:fr:node:47803	4
hors service	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.985486	ls:fr:node:42246	2
hurler avec les loups	verbal_phrase	strong idiom	locution verbale	True	0.933094	ls:fr:node:53480	4
hôtel de ville	idiom	strong idiom	locution nominale	True	0.999205	ls:fr:node:34896	3
hôtesse de l’air	idiom	strong idiom	locution nominale	True	0.999822	ls:fr:node:41429	6
ici et là	fixed_expression	strong idiom	locution pronominale	True	0.989807	ls:fr:node:47553	3
identité nationale	idiom	semi-idiom	locution nominale	False	0.188905	ls:fr:node:41725	4
Il comprend vite, mais il faut lui expliquer longtemps.	idiom	weak idiom	locution phrastique	True	0.999602	ls:fr:node:49492	20
Il y a des limites.	idiom	semi-idiom	locution phrastique	True	0.999887	ls:fr:node:52906	10
impôt sur le revenu	idiom	weak idiom	locution nominale	True	0.999884	ls:fr:node:52114	4
impôt sur les sociétés	idiom	weak idiom	locution nominale	True	0.999563	ls:fr:node:52111	4
instrument de cuisine	idiom	weak idiom	locution nominale	True	0.994446	ls:fr:node:50849	3
instrument à cordes	idiom	weak idiom	locution nominale	True	0.971441	ls:fr:node:43642	9
instrument à percussion	idiom	weak idiom	locution nominale	True	0.99167	ls:fr:node:43645	9
instrument à vent	idiom	weak idiom	locution nominale	True	0.996158	ls:fr:node:42458	3
intime conviction	idiom	weak idiom	locution nominale	False	0.0540414	ls:fr:node:55367	2
intégration horizontale	idiom	weak idiom	locution nominale	True	0.984243	ls:fr:node:52150	2
intégration verticale	idiom	weak idiom	locution nominale	True	0.995329	ls:fr:node:52151	2
Jamais deux sans trois	fixed_expression	strong idiom	locution adverbiale	True	0.993875	ls:fr:node:40769	4
jambe de bois	idiom	weak idiom	locution nominale	True	0.900048	ls:fr:node:49623	3
jambe de force	idiom	strong idiom	locution nominale	True	0.974371	ls:fr:node:41035	9
jardin public	idiom	semi-idiom	locution nominale	True	0.76501	ls:fr:node:54870	2
jardin zoologique	idiom	semi-idiom	locution nominale	False	0.0457155	ls:fr:node:37252	2
jeter de l’huile sur le feu	verbal_phrase	strong idiom	locution verbale	True	0.99991	ls:fr:node:54385	14
jeter la pierre	verbal_phrase	strong idiom	locution verbale	True	0.996319	ls:fr:node:54848	9
jeter l’ancre	verbal_phrase	strong idiom	locution verbale	True	0.825368	ls:fr:node:43705	3
jeter l’éponge	verbal_phrase	strong idiom	locution verbale	True	0.916236	ls:fr:node:54323	6
jeter son bonnet par-dessus les moulins	verbal_phrase	strong idiom	locution verbale	True	0.9534	ls:fr:node:39153	7
jeu de jambes	idiom	semi-idiom	locution nominale	True	0.867902	ls:fr:node:41510	3
jeu de mots	idiom	strong idiom	locution nominale	True	0.999656	ls:fr:node:54120	12
jeune homme	idiom	weak idiom	locution nominale	True	0.790498	ls:fr:node:33617	2
joindre les deux bouts	verbal_phrase	strong idiom	locution verbale	True	0.992201	ls:fr:node:41218	4
joli cœur	idiom	strong idiom	locution nominale	False	0.00273601	ls:fr:node:52709	2
jouer au chat et à la souris	verbal_phrase	strong idiom	locution verbale	True	0.999681	ls:fr:node:43448	7
jouer avec le feu	verbal_phrase	strong idiom	locution verbale	True	0.950394	ls:fr:node:52665	4
jouer franc jeu	verbal_phrase	strong idiom	locution verbale	True	0.926048	ls:fr:node:53318	3
jour des Morts	idiom	weak idiom	locution nominale	True	0.996901	ls:fr:node:56110	18
journal intime	idiom	weak idiom	locution nominale	True	0.995285	ls:fr:node:55369	10
joyeux drille	idiom	strong idiom	locution nominale	True	0.999843	ls:fr:node:53514	4
joyeux vivant	idiom	semi-idiom	locution nominale	False	0.000801475	ls:fr:node:55203	2
jus de chaussette	idiom	strong idiom	locution nominale	False	0.0969513	ls:fr:node:39394	3
jusqu’aux dents	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.651942	ls:fr:node:44012	3
jusqu’aux oreilles	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.24349	ls:fr:node:40531	6
jusqu’à plus soif	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.959203	ls:fr:node:46762	4
la peau des fesses	idiom	strong idiom	locution nominale	True	0.997373	ls:fr:node:41240	4
la pluie et le beau temps	idiom	strong idiom	locution nominale	True	0.998893	ls:fr:node:46569	8
la queue entre les jambes	idiom	strong idiom	locution nominale	True	0.988607	ls:fr:node:41963	5
la tête ailleurs	idiom	strong idiom	locution nominale	True	0.995236	ls:fr:node:48164	6
la tête dans les nuages	idiom	strong idiom	locution nominale	True	0.997628	ls:fr:node:46625	5
la tête à l’envers	idiom	strong idiom	locution nominale	True	0.997018	ls:fr:node:45161	9
La vache !	idiom	strong idiom	locution nominale	True	0.910685	ls:fr:node:31221	16
la veuve et l’orphelin	idiom	strong idiom	locution nominale	True	0.995376	ls:fr:node:45498	5
laisser aller	verbal_phrase	strong idiom	locution verbale	True	0.779474	ls:fr:node:46288	2
laisser courir	verbal_phrase	strong idiom	locution verbale	False	0.0313506	ls:fr:node:45090	2
laisser passer l’averse	verbal_phrase	strong idiom	locution verbale	True	0.818353	ls:fr:node:42794	4
laisser tomber	verbal_phrase	strong idiom	locution verbale	True	0.748642	ls:fr:node:52358	2
laitue de mer	idiom	strong idiom	locution nominale	True	0.995036	ls:fr:node:43740	3
langage oral	idiom	weak idiom	locution nominale	True	0.964573	ls:fr:node:54702	2
langage écrit	idiom	weak idiom	locution nominale	True	0.963744	ls:fr:node:54703	2
langue de bois	idiom	strong idiom	locution nominale	True	0.99973	ls:fr:node:52311	3
langue de bœuf	idiom	strong idiom	locution nominale	True	0.993645	ls:fr:node:46866	3
langue de chat	idiom	strong idiom	locution nominale	True	0.979019	ls:fr:node:43427	6
langue de vipère	idiom	strong idiom	locution nominale	True	0.934858	ls:fr:node:48582	3
lanterne rouge	idiom	strong idiom	locution nominale	True	0.999344	ls:fr:node:44214	2
larguer les amarres	verbal_phrase	strong idiom	locution verbale	True	0.999853	ls:fr:node:43565	6
larmes de crocodile	idiom	semi-idiom	locution nominale	True	0.997932	ls:fr:node:47059	3
lavage de cerveau	idiom	strong idiom	locution nominale	True	0.994138	ls:fr:node:39872	3
laver la tête	verbal_phrase	strong idiom	locution verbale	True	0.997821	ls:fr:node:39917	3
laver le cerveau	verbal_phrase	strong idiom	locution verbale	True	0.973739	ls:fr:node:39871	4
laver le sang par le sang	verbal_phrase	strong idiom	locution verbale	True	0.980682	ls:fr:node:39867	6
laver son linge sale en famille	verbal_phrase	strong idiom	locution verbale	True	0.958297	ls:fr:node:39478	6
Le bât blesse.	idiom	strong idiom	locution phrastique	True	0.999975	ls:fr:node:48255	3
le cas échéant	idiom	strong idiom	locution nominale	True	0.99971	ls:fr:node:48304	3
le couteau entre les dents	idiom	strong idiom	locution nominale	True	0.990886	ls:fr:node:44039	5
le couteau sous la gorge	idiom	strong idiom	locution nominale	True	0.993703	ls:fr:node:43211	10
le cul entre deux chaises	idiom	strong idiom	locution nominale	True	0.995315	ls:fr:node:54206	15
le diable au corps	idiom	strong idiom	locution nominale	True	0.981119	ls:fr:node:39781	8
le donner en mille	verbal_phrase	strong idiom	locution verbale	True	0.993675	ls:fr:node:42250	4
le feu aux fesses	idiom	strong idiom	locution nominale	True	0.995218	ls:fr:node:41217	8
le gîte et le couvert	idiom	strong idiom	locution nominale	True	0.998903	ls:fr:node:42896	10
le long	idiom	strong idiom	locution nominale	True	0.999525	ls:fr:node:46912	2
le moins du monde	idiom	strong idiom	locution nominale	True	0.999121	ls:fr:node:53403	4
le nez dans le guidon	idiom	strong idiom	locution nominale	True	0.994758	ls:fr:node:43400	20
le pied au plancher	idiom	semi-idiom	locution nominale	True	0.982944	ls:fr:node:54707	11
le poing sur la table	idiom	strong idiom	locution nominale	True	0.995158	ls:fr:node:47535	5
Le torchon brûle.	idiom	strong idiom	locution phrastique	True	0.659271	ls:fr:node:42344	3
lendemains qui chantent	idiom	semi-idiom	locution nominale	True	0.999054	ls:fr:node:43762	3
Les carottes sont cuites.	idiom	strong idiom	locution phrastique	True	0.997699	ls:fr:node:53974	29
les doigts dans le nez	idiom	strong idiom	locution nominale	True	0.997146	ls:fr:node:49515	4
les jambes molles	idiom	weak idiom	locution nominale	True	0.990949	ls:fr:node:41502	6
les jambes mortes	idiom	strong idiom	locution nominale	True	0.989014	ls:fr:node:42903	3
Les lignes bougent.	idiom	strong idiom	locution phrastique	True	0.923636	ls:fr:node:42973	3
Les mains en l’air !	idiom	weak idiom	locution nominale	True	0.924017	ls:fr:node:48707	5
Les murs ont des oreilles.	idiom	strong idiom	locution phrastique	True	0.993577	ls:fr:node:40560	5
les pieds sous la table	idiom	strong idiom	locution nominale	True	0.917592	ls:fr:node:47507	5
les tenants et les aboutissants	idiom	strong idiom	locution nominale	True	0.999069	ls:fr:node:52467	10
les yeux de la tête	idiom	strong idiom	locution nominale	True	0.982776	ls:fr:node:54239	5
lever de rideau	idiom	strong idiom	locution nominale	True	0.998862	ls:fr:node:43813	6
lever de rideau	idiom	weak idiom	locution nominale	True	0.969966	ls:fr:node:46329	3
lever la main	verbal_phrase	semi-idiom	locution verbale	True	0.966044	ls:fr:node:48279	3
lever le camp	verbal_phrase	strong idiom	locution verbale	True	0.986788	ls:fr:node:48288	4
lever le coude	verbal_phrase	strong idiom	locution verbale	True	0.862038	ls:fr:node:48276	3
lever le cœur	verbal_phrase	strong idiom	locution verbale	True	0.968199	ls:fr:node:48272	3
lever le masque	verbal_phrase	strong idiom	locution verbale	True	0.943371	ls:fr:node:48294	4
lever le nez du guidon	verbal_phrase	strong idiom	locution verbale	True	0.975122	ls:fr:node:43401	5
lever le pied	verbal_phrase	strong idiom	locution verbale	True	0.979189	ls:fr:node:48281	3
lever le pied	verbal_phrase	weak idiom	locution verbale	True	0.98424	ls:fr:node:48283	3
lever les fesses	verbal_phrase	strong idiom	locution verbale	True	0.775926	ls:fr:node:41241	3
lever l’ancre	verbal_phrase	strong idiom	locution verbale	True	0.606387	ls:fr:node:43567	6
lever l’étendard	verbal_phrase	strong idiom	locution verbale	True	0.852042	ls:fr:node:48277	4
levée de boucliers	idiom	strong idiom	locution nominale	True	0.997801	ls:fr:node:30758	3
lie-de-vin	idiom	strong idiom	locution nominale	False	0.000331763	ls:fr:node:45980	6
lieu de travail	idiom	weak idiom	locution nominale	True	0.99484	ls:fr:node:46870	3
lieu public	idiom	weak idiom	locution nominale	True	0.967089	ls:fr:node:49525	10
lieux d’aisances	idiom	strong idiom	locution nominale	True	0.357805	ls:fr:node:42118	6
ligne d’arrivée	idiom	weak idiom	locution nominale	True	0.998109	ls:fr:node:49918	3
limite de vitesse	idiom	weak idiom	locution nominale	True	0.998986	ls:fr:node:52912	4
limite d’âge	idiom	weak idiom	locution nominale	True	0.390042	ls:fr:node:52972	3
liquidation judiciaire	idiom	weak idiom	locution nominale	True	0.912693	ls:fr:node:52354	2
liste rouge	idiom	semi-idiom	locution nominale	True	0.829109	ls:fr:node:44211	2
lit de mort	idiom	semi-idiom	locution nominale	True	0.997393	ls:fr:node:42869	3
lit de Procuste	idiom	strong idiom	locution nominale	True	0.695231	ls:fr:node:46217	6
lit de repos	idiom	semi-idiom	locution nominale	True	0.997633	ls:fr:node:49697	3
livrer aux chiens	verbal_phrase	strong idiom	locution verbale	True	0.401928	ls:fr:node:41908	3
loi de finances	idiom	weak idiom	locution nominale	True	0.999263	ls:fr:node:52207	3
loi de similitude	idiom	semi-idiom	locution nominale	True	0.995467	ls:fr:node:44696	3
loi du silence	idiom	weak idiom	locution nominale	True	0.968214	ls:fr:node:53035	3
loin de là	fixed_expression	strong idiom	locution adverbiale	True	0.999989	ls:fr:node:47338	3
loin du compte	fixed_expression	strong idiom	locution adverbiale	True	0.999532	ls:fr:node:49022	3
long fleuve tranquille	idiom	strong idiom	locution nominale	True	0.999982	ls:fr:node:44508	3
long métrage	idiom	strong idiom	locution nominale	True	0.99584	ls:fr:node:48908	2
long à la détente	fixed_expression	strong idiom	locution adjectivale	True	0.955366	ls:fr:node:46976	4
longueur d’onde	idiom	weak idiom	locution nominale	True	0.97707	ls:fr:node:46887	6
loup de mer	idiom	semi-idiom	locution nominale	True	0.999475	ls:fr:node:53430	12
lune de miel	idiom	strong idiom	locution nominale	True	0.999936	ls:fr:node:44286	6
lâcher la bride	verbal_phrase	strong idiom	locution verbale	True	0.989204	ls:fr:node:55277	3
l’oreille basse	idiom	strong idiom	locution nominale	False	0.067843	ls:fr:node:40518	6
machine à café	idiom	weak idiom	locution nominale	True	0.984122	ls:fr:node:47947	3
machine à coudre	idiom	weak idiom	locution nominale	True	0.999388	ls:fr:node:44420	12
machine à sous	idiom	weak idiom	locution nominale	True	0.999107	ls:fr:node:48812	3
madame tout le monde	idiom	strong idiom	locution nominale	True	0.850187	ls:fr:node:53026	4
magistrature assise	idiom	semi-idiom	locution nominale	False	0.000417079	ls:fr:node:47158	2
magistrature debout	idiom	semi-idiom	locution nominale	False	0.0194379	ls:fr:node:44494	2
mai 68	idiom	weak idiom	locution nominale	True	0.781907	ls:fr:node:47249	4
maillot de corps	idiom	semi-idiom	locution nominale	True	0.918704	ls:fr:node:49921	9
maillot vert	idiom	weak idiom	locution nominale	False	0.0622915	ls:fr:node:49922	2
main dans la main	idiom	strong idiom	locution nominale	True	0.998104	ls:fr:node:46152	8
main verte	idiom	strong idiom	locution nominale	True	0.959654	ls:fr:node:52635	12
mains propres	idiom	strong idiom	locution nominale	True	0.997893	ls:fr:node:38604	10
mains sales	idiom	strong idiom	locution nominale	True	0.845341	ls:fr:node:42870	4
maison centrale	idiom	semi-idiom	locution nominale	True	0.701179	ls:fr:node:51533	2
maison close	idiom	strong idiom	locution nominale	True	0.983151	ls:fr:node:54000	4
maison d’arrêt	idiom	semi-idiom	locution nominale	True	0.915162	ls:fr:node:43394	9
maison lyrique	idiom	semi-idiom	locution nominale	True	0.308736	ls:fr:node:46512	12
maison mère	idiom	weak idiom	locution nominale	True	0.68234	ls:fr:node:38756	2
mal aux cheveux	idiom	semi-idiom	locution nominale	True	0.880726	ls:fr:node:45179	3
mal du pays	idiom	semi-idiom	locution nominale	True	0.98095	ls:fr:node:42133	9
mal à l’aise	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999756	ls:fr:node:53080	12
mal à propos	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.977463	ls:fr:node:54358	6
maladie diplomatique	idiom	semi-idiom	locution nominale	False	0.00771708	ls:fr:node:48988	2
maladie honteuse	idiom	weak idiom	locution nominale	True	0.246527	ls:fr:node:49268	2
malgré tout	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.961012	ls:fr:node:48330	4
manche à balai	idiom	strong idiom	locution nominale	True	0.993596	ls:fr:node:43103	3
manger dans la main	verbal_phrase	strong idiom	locution verbale	True	0.990179	ls:fr:node:44773	4
manger dans la même écuelle	verbal_phrase	strong idiom	locution verbale	True	0.874563	ls:fr:node:44746	5
manger de la misère	verbal_phrase	strong idiom	locution verbale	True	0.93901	ls:fr:node:44754	4
manger de la vache enragée	verbal_phrase	strong idiom	locution verbale	True	0.998266	ls:fr:node:42501	6
manger des briques à la sauce caillou	verbal_phrase	semi-idiom	locution verbale	True	0.983604	ls:fr:node:45587	10
manger des yeux	verbal_phrase	semi-idiom	locution verbale	True	0.965829	ls:fr:node:49946	3
manger des yeux	verbal_phrase	strong idiom	locution verbale	True	0.984875	ls:fr:node:46605	7
manger du curé	verbal_phrase	semi-idiom	locution verbale	False	0.137673	ls:fr:node:44745	3
manger du lion	verbal_phrase	strong idiom	locution verbale	True	0.983884	ls:fr:node:44772	4
manger du pain de fesse	verbal_phrase	strong idiom	locution verbale	True	0.662355	ls:fr:node:41242	5
